統計年月,代碼,區域,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女
2014-09,09007,連江縣,-8,31,11,20,-2,6,1,-9,-3,9,6,0,-1,0,0,1,0,0,2,2,-6,-5,3,2,-2,3,5,-3,-4,0,2,1,-5,-4,4,-3,-5,5,-2,-3,4,1,-2,-4,2,1,-1,0,-4,4,-2,-1,5,2,-5,-4,8,5,2,-1,-10,-2,8,-6,-1,9,4,-12,-2,10,3,-8,-8,3,8,8,3,-2,-14,-6,2,6,-1,-3,2,7,0,3,-9,-6,5,3,5,6,-5,-6,6,3,-2,-2,6,-2,-2,5,1,-8,1,6,7,3,-8,1,-4,-6,1,7,5,1,6,0,2,-6,-1,7,-2,-6,0,3,4,4,-1,-3,-4,1,2,0,4,1,-4,2,4,-2,-3,1,2,2,-1,-1,-3,-1,6,0,-8,0,7,-1,-1,-3,0,5,1,1,0,-3,-2,0,0,3,3,-2,0,1,0,1,-1,0,0,-1,0,-1,0,2,-1,-1,1,-1,0,1,-1,0,0,-1,1,1,0,0,0,0,0,0,0,-1,0,1,0,0
2014-09,0900701,連江縣南竿鄉,-2,12,0,12,-4,5,4,-7,-4,7,6,1,-2,-2,-1,2,0,0,2,0,-5,-4,3,1,-2,2,4,-2,-4,1,3,0,0,-2,1,-2,-6,4,-3,-5,6,1,-1,-1,2,3,0,-4,-8,4,5,2,-1,0,0,-2,5,2,-1,0,-10,0,8,-4,-4,2,1,-8,0,10,2,-5,-8,0,6,5,1,-2,-12,-2,5,5,-4,-5,5,6,-5,1,-2,-3,4,3,-3,1,3,-2,4,-1,0,-3,4,5,0,-2,-6,-6,5,8,2,2,-4,1,1,-5,-2,4,1,-1,5,2,2,-4,-2,4,-1,-4,2,2,0,3,2,-2,-3,1,3,-1,0,2,0,0,0,0,-1,0,1,1,1,0,-3,-1,3,-1,-3,1,2,-1,-1,0,1,1,1,1,0,-2,-2,0,0,2,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09,0900702,連江縣北竿鄉,-2,3,-1,4,1,0,-1,0,0,0,-1,1,1,0,0,-1,1,0,0,2,-2,-1,0,1,1,0,0,-1,1,1,0,-1,-6,0,3,-1,2,2,1,0,-2,0,0,-2,0,-1,0,0,-1,1,-2,-3,2,3,-1,-2,1,2,0,0,1,-2,-2,-1,2,2,0,-2,-1,0,2,-2,-1,0,0,3,0,0,-1,-4,-3,4,3,-2,-3,4,3,0,-2,-3,-1,2,4,3,-4,-2,2,2,-1,1,0,-3,-1,2,4,2,-3,-1,4,-1,-1,-1,-5,0,2,3,4,0,-1,-1,-1,0,1,0,1,-2,-1,2,1,0,-2,0,0,-2,-1,3,2,-1,-3,1,3,-1,-1,0,0,1,-1,0,-1,0,3,0,-5,-1,5,1,0,-2,-1,2,1,0,-1,-1,0,0,1,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0
2014-09,0900703,連江縣莒光鄉,-4,0,-1,1,0,0,0,-1,-1,1,0,-1,1,1,0,-1,-1,0,0,0,1,0,0,1,-1,0,1,0,-1,-1,-1,1,1,-1,0,0,0,-1,0,2,-1,0,1,0,-2,-1,0,1,3,0,-2,-1,1,1,-2,-1,2,1,1,0,-2,-2,2,1,-1,3,1,-1,0,2,-2,-2,0,1,1,0,1,0,0,1,-1,0,0,0,0,-2,2,2,-4,-1,3,-1,1,1,-2,-1,-2,1,1,0,-1,0,1,1,1,-2,1,0,0,0,-3,0,1,1,2,-1,0,0,0,0,1,-1,-1,2,0,-1,-2,-1,2,2,0,-2,-1,2,-1,-2,2,0,-1,1,1,-1,-1,1,1,0,-1,-1,1,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-09,0900704,連江縣東引鄉,0,16,13,3,1,1,-2,-1,2,1,1,-1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,1,0,-2,-1,2,0,-1,3,2,-1,-3,1,3,-2,-2,1,0,0,2,-1,1,2,0,-2,2,2,2,-1,-1,-2,1,1,1,2,1,0,1,0,-1,-1,1,-3,0,4,0,-1,0,0,-1,1,-1,-1,3,1,-2,-1,2,1,-2,0,3,-4,-2,4,2,-2,-2,-1,1,2,0,1,-1,-2,-1,1,0,2,2,-1,0,-1,1,1,-2,1,1,0,1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09,09020,金門縣,37,406,192,214,-3,16,-6,6,31,20,-8,-14,0,4,6,5,4,3,-6,-6,8,11,14,0,-5,1,-10,-6,3,-14,-23,6,21,7,5,-3,-19,-6,1,3,-50,-35,22,-2,-20,-3,21,20,26,22,-14,-5,32,19,-5,-18,21,7,-24,5,34,32,-23,-28,1,2,19,-6,2,-6,-6,42,-2,-34,2,2,14,47,-25,-33,30,19,-4,-31,1,44,-2,6,10,-14,-20,6,10,18,-9,-6,28,11,-11,-17,-7,12,0,4,7,-9,30,24,-19,1,-29,-51,32,30,21,23,-76,-36,89,73,-31,-35,16,0,22,29,-3,-7,26,-7,-17,26,22,-4,-2,14,17,-5,1,14,-5,2,7,-6,-5,7,-1,-3,7,-2,-6,-7,5,14,-8,-3,-2,-5,8,8,1,0,7,2,-10,0,6,2,6,-2,-1,9,7,-9,-2,1,4,10,1,-5,0,-3,0,-3,1,13,1,-5,-1,5,2,-1,0,0,0,-1,-1,1,0,-1,2,2,0,1,-1,0
2014-09,0902001,金門縣金城鎮,21,145,59,86,2,10,-4,5,20,3,0,-4,-10,-7,6,14,0,-8,3,2,-2,8,11,-4,-4,5,-7,-4,2,-5,-15,-7,14,13,-6,-9,-4,0,-4,-1,-6,-10,5,9,4,-5,-1,6,6,0,-12,-2,11,8,-7,-1,14,-2,-11,3,4,12,-6,-11,15,2,3,-5,2,-3,-7,14,0,-4,-1,-5,7,20,-9,-14,15,2,-8,-5,-6,12,1,9,2,-8,-8,5,10,10,-8,1,8,-4,-2,-4,-8,10,5,0,3,-9,15,3,-14,8,-5,-30,8,15,-1,11,-22,-9,32,25,-4,-7,-1,-6,12,9,1,7,11,-3,-5,12,6,-8,-3,9,7,1,0,-5,-3,8,7,1,-12,-6,9,5,-2,-4,2,-3,3,2,-5,4,-1,-5,4,3,-1,-2,6,4,-8,2,5,-4,2,2,-3,0,3,-7,-2,9,4,-1,-1,-1,-2,-1,2,-1,-1,6,-1,-5,-1,5,2,0,0,1,0,0,0,-1,-2,1,2,-1,0,1,-1,0
2014-09,0902002,金門縣金沙鎮,5,50,23,27,-3,0,-5,2,5,-3,-4,1,10,2,-4,-4,0,1,-2,-4,1,7,5,-2,-4,0,-3,0,0,-2,2,1,0,-3,4,7,-2,-5,1,-1,-3,5,-2,-5,-2,-4,5,10,-2,-4,6,0,1,2,-2,2,1,-2,-3,-7,2,8,0,0,-1,-6,6,5,-7,0,1,12,-1,-10,5,5,0,2,-10,3,1,1,10,-9,-1,3,-2,5,1,1,-5,-3,-11,3,15,3,3,3,-8,-6,-2,-3,-3,2,6,2,1,4,2,-6,-6,2,17,3,-3,2,-12,-9,17,7,-12,-2,3,2,9,5,-7,1,10,-2,-2,2,2,-1,2,-4,-2,5,0,-2,1,-1,0,3,-1,3,4,-2,-4,2,-3,-2,7,1,-3,4,-2,-7,4,5,-2,5,2,-3,-1,0,-1,0,1,-4,-1,4,0,-3,4,0,-1,5,-1,-1,1,-4,0,1,-1,1,2,1,0,-2,0,1,0,-2,-1,-1,1,0,0,0,0,1,0,0,0,0
2014-09,0902003,金門縣金湖鎮,1,78,43,35,-3,2,3,-9,5,17,-6,0,2,-2,2,0,0,5,-2,0,1,-5,-2,6,6,-10,3,4,-5,1,1,2,2,-4,-1,0,-1,-4,-5,5,-4,0,9,0,-5,-6,3,4,-3,7,-4,-5,8,1,1,-11,12,2,-10,12,12,-1,-4,-2,-13,5,6,-4,7,5,0,2,-2,-8,-2,6,8,11,-5,-22,9,18,0,-13,-2,8,2,3,4,-8,-6,7,4,1,-7,-4,7,10,0,-12,1,3,0,-4,-1,6,6,-2,-7,-1,-2,-3,7,-2,-1,2,-9,-9,12,16,-4,-5,5,6,-6,5,4,-16,1,4,-7,5,9,10,-1,1,8,-7,-1,8,2,-3,-9,-8,9,9,-6,-2,5,-4,1,1,-4,5,3,-1,0,0,-3,1,5,3,-1,-5,-1,-3,-2,4,1,1,0,3,3,-1,-2,-2,0,2,2,1,0,-1,1,0,-1,1,1,0,0,2,0,-2,0,1,0,2,-1,0,1,-2,0,2,0,0,0,0
2014-09,0902004,金門縣金寧鄉,7,64,32,32,-1,2,1,0,-3,6,4,-4,1,5,1,1,-2,-1,-1,-2,6,-2,-1,5,-4,0,1,-2,2,-6,-5,7,1,2,9,-2,-11,2,7,-2,-33,-28,10,-5,-16,11,14,1,21,19,3,0,-1,5,6,-3,-2,6,2,1,8,4,-13,-9,7,2,-2,-3,2,-9,-3,9,-3,-10,5,0,-7,10,3,1,2,-3,-6,-6,12,17,-9,-5,4,-5,4,-1,-3,1,3,-4,0,5,-1,-1,3,4,-7,4,1,-6,8,16,0,-3,-13,-14,2,18,11,-2,-24,-7,23,16,-6,-12,4,-3,3,10,3,-3,-1,-4,5,8,-2,-3,-1,3,3,-1,5,1,-5,1,5,-1,2,1,-10,-4,8,3,-4,2,0,0,1,-7,-4,2,5,2,-2,-3,0,4,-1,0,5,1,0,-2,0,3,1,1,-1,-5,2,3,-1,-1,1,1,-3,-3,4,3,-1,-1,0,1,1,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,0
