year,age_range,male,female,total
2019,0-4,6615,6212,12827
2019,5-9,6273,5838,12111
2019,10-14,6241,5777,12018
2019,15-19,7123,6483,13606
2019,20-24,8305,7746,16051
2019,25-29,8270,7854,16124
2019,30-34,8146,9119,17265
2019,35-39,10767,11881,22648
2019,40-44,10349,12080,22429
2019,45-49,9783,11519,21302
2019,50-54,10285,11675,21960
2019,55-59,9807,10993,20800
2019,60-64,8930,10159,19089
2019,65-69,7539,8762,16301
2019,70-74,4343,5537,9880
2019,75-79,2910,4299,7209
2019,80-84,1811,2959,4770
2019,85-89,1422,1719,3141
2019,90-94,933,887,1820
2019,95-99,253,267,520
2019,100+,48,44,92
2020,0-4,6111,5787,11898
2020,5-9,6718,6308,13026
2020,10-14,6070,5618,11688
2020,15-19,6756,6061,12817
2020,20-24,8241,7653,15894
2020,25-29,8238,7830,16068
2020,30-34,8115,8655,16770
2020,35-39,10379,11476,21855
2020,40-44,10573,12323,22896
2020,45-49,9583,11297,20880
2020,50-54,10159,11826,21985
2020,55-59,9899,11022,20921
2020,60-64,8995,10294,19289
2020,65-69,7866,9180,17046
2020,70-74,4906,6185,11091
2020,75-79,2923,4171,7094
2020,80-84,1850,3158,5008
2020,85-89,1265,1768,3033
2020,90-94,938,913,1851
2020,95-99,288,277,565
2020,100+,0,0,0
2021,0-4,5711,5417,11128
2021,5-9,7003,6538,13541
2021,10-14,6035,5608,11643
2021,15-19,6513,5898,12411
2021,20-24,8041,7295,15336
2021,25-29,8339,7989,16328
2021,30-34,8058,8375,16433
2021,35-39,9640,10810,20450
2021,40-44,10645,12168,22813
2021,45-49,9789,11533,21322
2021,50-54,10011,11838,21849
2021,55-59,9956,11214,21170
2021,60-64,8994,10325,19319
2021,65-69,8092,9371,17463
2021,70-74,5558,6948,12506
2021,75-79,2909,4146,7055
2021,80-84,1972,3262,5234
2021,85-89,1160,1878,3038
2021,90-94,914,922,1836
2021,95-99,291,289,580
2021,100+,0,0,0
2022,0-4,5460,5166,10626
2022,5-9,6957,6473,13430
2022,10-14,6112,5735,11847
2022,15-19,6444,5780,12224
2022,20-24,7665,7011,14676
2022,25-29,8437,8124,16561
2022,30-34,8081,8101,16182
2022,35-39,9018,10026,19044
2022,40-44,10864,12347,23211
2022,45-49,9818,11630,21448
2022,50-54,9921,11805,21726
2022,55-59,9917,11247,21164
2022,60-64,9067,10521,19588
2022,65-69,8153,9385,17538
2022,70-74,6105,7546,13651
2022,75-79,3035,4358,7393
2022,80-84,2074,3374,5448
2022,85-89,1107,1957,3064
2022,90-94,868,930,1798
2022,95-99,301,306,607
2022,100+,0,0,0
2023,0-4,5327,5023,10350
2023,5-9,6971,6483,13454
2023,10-14,6065,5751,11816
2023,15-19,6363,5761,12124
2023,20-24,7411,6758,14169
2023,25-29,8423,7889,16312
2023,30-34,8121,7909,16030
2023,35-39,8482,9609,18091
2023,40-44,10846,12136,22982
2023,45-49,9947,11835,21782
2023,50-54,9763,11520,21283
2023,55-59,9817,11417,21234
2023,60-64,9227,10612,19839
2023,65-69,8237,9628,17865
2023,70-74,6511,8041,14552
2023,75-79,3252,4589,7841
2023,80-84,2139,3507,5646
2023,85-89,1133,2041,3174
2023,90-94,796,955,1751
2023,95-99,310,322,632
2023,100+,0,0,0
2024,0-4,5413,5032,10445
2024,5-9,6615,6212,12827
2024,10-14,6273,5838,12111
2024,15-19,6236,5777,12013
2024,20-24,7100,6483,13583
2024,25-29,8280,7742,16022
2024,30-34,8236,7833,16069
2024,35-39,8085,9092,17177
2024,40-44,10633,11828,22461
2024,45-49,10149,12002,22151
2024,50-54,9516,11404,20920
2024,55-59,9908,11505,21413
2024,60-64,9324,10765,20089
2024,65-69,8310,9831,18141
2024,70-74,6749,8279,15028
2024,75-79,3645,5020,8665
2024,80-84,2182,3589,5771
2024,85-89,1157,2151,3308
2024,90-94,701,978,1679
2024,95-99,323,329,652
2024,100+,0,0,0
2025,0-4,5417,5036,10453
2025,5-9,6111,5787,11898
2025,10-14,6718,6308,13026
2025,15-19,6067,5618,11685
2025,20-24,6733,6061,12794
2025,25-29,8216,7650,15866
2025,30-34,8206,7808,16014
2025,35-39,8058,8630,16688
2025,40-44,10250,11425,21675
2025,45-49,10369,12242,22611
2025,50-54,9322,11185,20507
2025,55-59,9791,11659,21450
2025,60-64,9421,10800,20221
2025,65-69,8383,9969,18352
2025,70-74,7050,8686,15736
2025,75-79,4125,5614,9739
2025,80-84,2193,3490,5683
2025,85-89,1186,2310,3496
2025,90-94,630,1016,1646
2025,95-99,327,342,669
2025,100+,0,0,0
2026,0-4,5399,5020,10419
2026,5-9,5711,5417,11128
2026,10-14,7003,6538,13541
2026,15-19,6033,5608,11641
2026,20-24,6490,5898,12388
2026,25-29,8016,7294,15310
2026,30-34,8307,7966,16273
2026,35-39,8002,8350,16352
2026,40-44,9521,10763,20284
2026,45-49,10443,12089,22532
2026,50-54,9527,11421,20948
2026,55-59,9652,11674,21326
2026,60-64,9482,10990,20472
2026,65-69,8393,10006,18399
2026,70-74,7266,8876,16142
2026,75-79,4681,6315,10996
2026,80-84,2191,3478,5669
2026,85-89,1270,2397,3667
2026,90-94,582,1090,1672
2026,95-99,317,346,663
2026,100+,0,0,0
2027,0-4,5352,4978,10330
2027,5-9,5460,5166,10626
